	PVALUE	QVALUE	PROV_PVALUE	SIFT_PVALUE
ENSG00000101349	0.0774783384419111	0.6631417236295224	0.0592	0.2513
ENSG00000101384	0.6652627433966752	1.0	0.5014	0.6051
ENSG00000101391	0.21481989122762635	0.8935671481478163	0.2262	0.2436
ENSG00000101405	0.35708187887918685	1.0	0.2431	0.4605
ENSG00000101447	0.9999566203136232	1.0	0.9907	1.0
ENSG00000101448	0.5618935603764992	1.0	0.5689	0.397
ENSG00000101452	0.3936959652514649	1.0	0.487	0.2654
ENSG00000101457	0.5749448499025066	1.0	0.7122	0.3296
ENSG00000101489	0.5481110722455731	1.0	0.6374	0.34
ENSG00000101493	0.14829028232181618	0.803227709994532	0.1023	0.3304
ENSG00000101544	0.7219689171234078	1.0	0.5612	0.6314
ENSG00000101577	0.38086937824436784	1.0	0.2493	0.4936
ENSG00000101596	0.5716462672460134	1.0	0.3442	0.6754
ENSG00000101605	0.08765493726597506	0.6933222779876479	0.0841	0.2062
ENSG00000101639	0.5461379764157932	1.0	0.5057	0.426
ENSG00000101680	0.9872960195778052	1.0	0.8903	0.949
ENSG00000101746	0.21038167662623175	0.892269287832669	0.3838	0.1396
ENSG00000101751	0.030021810779758296	0.4966533506218626	0.0394	0.1199
ENSG00000101752	0.029789146403189193	0.4966533506218626	0.0379	0.1235
ENSG00000101773	0.7494823286279675	1.0	0.5456	0.6999
ENSG00000101825	0.5767438617685077	1.0	0.4619	0.5109
ENSG00000101842	0.9999566203136232	1.0	0.9907	1.0
ENSG00000101844	0.35377426408614554	1.0	0.5144	0.2147
ENSG00000101868	0.22642777948106152	0.8983155162488303	0.1456	0.4063
ENSG00000101890	0.9999985541804699	1.0	0.9983	1.0
ENSG00000101911	0.6061850093271637	1.0	0.3672	0.6999
ENSG00000101938	0.21105567694342464	0.892269287832669	0.4357	0.1235
ENSG00000101958	0.5917397390001353	1.0	0.4187	0.5888
ENSG00000101972	0.5384646424441668	1.0	0.3695	0.5696
ENSG00000101974	0.5720500946751782	1.0	0.3898	0.5971
ENSG00000101977	0.9899492705520877	1.0	0.9907	0.8697
ENSG00000101981	0.34274012478246707	1.0	0.2379	0.4434
ENSG00000102001	0.9187690134923165	1.0	0.9983	0.6261
ENSG00000102024	0.644510379295655	1.0	0.5234	0.5472
ENSG00000102034	0.64835938510612	1.0	0.5641	0.5132
ENSG00000102043	0.050250218184425544	0.5915809554889476	0.1836	0.0477
ENSG00000102048	0.10749880590235394	0.7321863113126996	0.0643	0.3484
ENSG00000102053	0.4345691929171498	1.0	0.7657	0.1959
ENSG00000102054	0.03902729319701448	0.5376119265116825	0.0632	0.1022
ENSG00000102069	0.11655231174954506	0.7478237807308941	0.0616	0.4029
ENSG00000102081	0.536547150098818	1.0	0.7721	0.271
ENSG00000102098	0.7229863453589226	1.0	0.5995	0.5927
ENSG00000102172	0.30564980219768945	0.9794214780302333	0.1326	0.6754
ENSG00000102181	0.28506876102475087	0.9594591808167903	0.2308	0.3518
ENSG00000102189	0.8826213982337714	1.0	0.7675	0.725
ENSG00000102195	0.951570191716152	1.0	0.9907	0.712
ENSG00000102221	0.6121271657193704	1.0	0.5471	0.4778
ENSG00000102225	0.9991309426171826	1.0	0.9586	1.0
ENSG00000102226	0.4263024016162975	1.0	0.5067	0.2875
ENSG00000102241	0.25405818808603187	0.9254821099822151	0.5524	0.1253
ENSG00000102271	0.19626732677043912	0.8783677369802838	0.1388	0.3518
ENSG00000102287	0.9991309426171826	1.0	0.9586	1.0
ENSG00000102290	0.9923649651600279	1.0	1.0	0.879
ENSG00000102302	0.5488638418295024	1.0	0.3216	0.6754
ENSG00000102309	0.8406228703900427	1.0	0.6447	0.7624
ENSG00000102313	0.9039492763774217	1.0	0.7729	0.7699
ENSG00000102383	0.5335028634776895	1.0	0.4026	0.5149
ENSG00000102385	0.8804247303400069	1.0	0.9907	0.5579
ENSG00000102445	0.45120650158387976	1.0	0.6988	0.2274
ENSG00000102452	0.01591321097457643	0.4201551697792066	0.0514	0.0436
ENSG00000102543	0.3571570249748013	1.0	0.3003	0.3729
ENSG00000102554	0.28290668563145616	0.9594591808167903	0.3097	0.2594
ENSG00000102595	0.9602609522781446	1.0	0.8126	0.9004
ENSG00000102710	0.40641872574813187	1.0	0.5274	0.257
ENSG00000102755	0.4193139377331848	1.0	0.689	0.2062
ENSG00000102763	0.7276695417070299	1.0	0.5456	0.6596
ENSG00000102780	0.13067325486820214	0.7680029265024728	0.2849	0.1008
ENSG00000102781	0.976957921390655	1.0	0.9907	0.8006
ENSG00000102786	0.9999566203136232	1.0	0.9907	1.0
ENSG00000102837	0.45934887946150493	1.0	0.582	0.2807
ENSG00000102854	0.5704644240652851	1.0	0.3804	0.609
ENSG00000102870	0.9546033185009003	1.0	0.9935	0.7189
ENSG00000102890	0.9991309426171826	1.0	0.9586	1.0
ENSG00000102893	0.9949654644503229	1.0	0.9918	0.9088
ENSG00000102900	0.27928630930967935	0.9558743901420762	0.4418	0.1786
ENSG00000102901	0.6424181196250784	1.0	0.5736	0.4964
ENSG00000102904	0.795739400634039	1.0	0.5889	0.7359
ENSG00000102908	0.6993115207621856	1.0	0.7336	0.4541
ENSG00000102935	0.6733704557423561	1.0	0.7167	0.4329
ENSG00000102974	0.31243273138687644	0.9892627290297276	0.3996	0.2312
ENSG00000103043	0.6825030137098358	1.0	0.7463	0.4263
ENSG00000103160	0.19716704830095766	0.8783677369802838	0.4626	0.1062
ENSG00000103184	0.5627466905047386	1.0	0.6118	0.3701
ENSG00000103197	0.9999985541804699	1.0	0.9983	1.0
ENSG00000103202	0.5109899942451425	1.0	0.2862	0.6754
ENSG00000103222	0.4918544204638007	1.0	0.3917	0.4643
ENSG00000103245	0.9920091803299215	1.0	0.9907	0.8845
ENSG00000103249	0.9289003651534752	1.0	0.9586	0.6754
ENSG00000103253	0.8732027306544528	1.0	0.6767	0.7991
ENSG00000103313	0.05720218535391841	0.6122318338720483	0.083	0.1235
ENSG00000103319	0.583767329266458	1.0	0.4533	0.5314
ENSG00000103335	0.3342569723369665	1.0	0.2197	0.4631
ENSG00000103356	0.5844087372313174	1.0	0.9907	0.2436
ENSG00000103375	0.6007211968185475	1.0	0.3746	0.6754
ENSG00000103404	0.2696708511218451	0.9423820042531169	0.4668	0.161
ENSG00000103423	0.17493508140872605	0.8490515035910456	0.2448	0.1713
ENSG00000103426	0.3659297858475121	1.0	0.6221	0.1865
ENSG00000103449	0.3870065148939791	1.0	0.2946	0.4277
ENSG00000103460	0.7284999717207348	1.0	0.7549	0.4778
ENSG00000103479	0.8275545547917864	1.0	0.611	0.7751
ENSG00000103489	0.7486975148371944	1.0	0.9983	0.3817
ENSG00000103494	0.14356592072124408	0.7978460379179855	0.1738	0.1865
ENSG00000103502	0.9565527112585777	1.0	0.7894	0.9122
ENSG00000103522	0.9814252390915471	1.0	0.9742	0.8351
ENSG00000103544	0.5661681880294475	1.0	0.9746	0.2347
ENSG00000103549	0.7437807047522015	1.0	0.8126	0.4627
ENSG00000103550	0.6521335243686095	1.0	0.9907	0.2953
ENSG00000103599	0.40414458715752954	1.0	0.2875	0.4675
ENSG00000103647	0.000719184609373591	0.2436859623722436	0.0029	0.0234
ENSG00000103657	0.9413105759858633	1.0	0.8245	0.8218
ENSG00000103671	0.25402261538099036	0.9254821099822151	0.3761	0.184
ENSG00000103723	0.6390489360688114	1.0	0.6756	0.4175
ENSG00000103742	0.09536886565917924	0.7154836634694609	0.1103	0.1747
ENSG00000103852	0.8926182513764519	1.0	0.7566	0.7586
ENSG00000103855	0.9878415905099814	1.0	0.9586	0.8848
ENSG00000103888	0.9441491035753691	1.0	0.9907	0.6914
ENSG00000103932	0.5868285303232528	1.0	0.6445	0.3771
ENSG00000103966	0.006201512373336326	0.3512120189815582	0.0124	0.0611
ENSG00000103995	0.755740772080201	1.0	0.6416	0.6054
ENSG00000104043	0.014942341923569136	0.41249892660893184	0.0102	0.2042
ENSG00000104067	0.14633439945931115	0.800727008547974	0.1541	0.2156
ENSG00000104093	0.7849839620159988	1.0	0.7125	0.5905
ENSG00000104112	0.9991309426171826	1.0	0.9586	1.0
ENSG00000104133	0.6982514265123598	1.0	0.5537	0.5999
ENSG00000104218	0.7184854684254323	1.0	0.6904	0.5084
ENSG00000104237	0.9564929267233242	1.0	0.8551	0.8419
ENSG00000104290	0.14661686804041618	0.8008333608628675	0.1284	0.2594
ENSG00000104313	0.28150725898215134	0.9586886097558821	0.2603	0.3065
ENSG00000104321	0.8807947858126254	1.0	0.8375	0.6607
ENSG00000104341	0.547107649291189	1.0	0.3199	0.6754
ENSG00000104356	0.2774753677506421	0.9528499480456198	0.2879	0.2716
ENSG00000104369	0.4900554334120216	1.0	0.3374	0.5359
ENSG00000104375	0.496513510503768	1.0	0.2828	0.6528
ENSG00000104408	0.9980689850965556	1.0	0.9983	0.9401
ENSG00000104412	0.212165313781841	0.8927097482623325	0.2256	0.2402
ENSG00000104419	0.9991309426171826	1.0	0.9586	1.0
ENSG00000104447	0.10172523658874133	0.7259321307205872	0.4837	0.0432
ENSG00000104450	0.2892553603663617	0.9652342727522031	0.2947	0.2812
ENSG00000104499	0.630691715237284	1.0	0.4267	0.6457
ENSG00000104517	0.6668826920410149	1.0	0.5735	0.5314
ENSG00000104518	0.9909797326992483	1.0	0.9882	0.8791
ENSG00000104529	0.8130513864629062	1.0	0.6221	0.7309
ENSG00000104549	0.980788464199077	1.0	0.9586	0.8455
ENSG00000104722	0.05759779989550995	0.6122318338720483	0.0837	0.1235
ENSG00000104723	0.008558252584257353	0.37179220535737373	0.0068	0.161
ENSG00000104731	0.900812002453155	1.0	0.9907	0.5946
ENSG00000104755	0.9774600927640439	1.0	0.8796	0.9042
ENSG00000104756	0.28377204930583066	0.9594591808167903	0.2131	0.3786
ENSG00000104760	0.7400443642172481	1.0	0.5204	0.7152
ENSG00000104774	0.9999566203136232	1.0	0.9907	1.0
ENSG00000104804	0.9356431893118925	1.0	0.8331	0.7963
ENSG00000104812	0.29879088679055466	0.9716647936477983	0.7023	0.1235
ENSG00000104814	0.05896764152250977	0.6122318338720483	0.1741	0.0611
ENSG00000104866	0.9240889580914896	1.0	0.6977	0.9124
ENSG00000104880	0.6350183610305464	1.0	0.4458	0.6256
ENSG00000104881	0.9999662877267013	1.0	0.9918	1.0
ENSG00000104885	0.12185330137843264	0.7544450948732481	0.28	0.0938
ENSG00000104888	0.22439202687483473	0.8960778865709885	0.1802	0.3243
ENSG00000104892	0.20216357279227748	0.8814507014397788	0.4113	0.1235
ENSG00000104897	0.7610388582972609	1.0	0.9699	0.4063
ENSG00000104899	0.6498892583519795	1.0	0.5229	0.556
ENSG00000104938	0.7264134853249595	1.0	0.7626	0.4703
ENSG00000104941	0.5854655810392098	1.0	0.3834	0.6314
ENSG00000104951	0.5941200757528706	1.0	0.4149	0.5983
ENSG00000104969	0.5938551073259837	1.0	0.3544	0.6999
ENSG00000104970	0.620940581081993	1.0	0.5315	0.5043
ENSG00000104972	0.14363988083132373	0.7978460379179855	0.0661	0.4907
ENSG00000104974	0.5117862775478548	1.0	0.3169	0.6115
ENSG00000105085	0.3249441651537037	1.0	0.5145	0.1899
ENSG00000105088	0.22893246718630045	0.9001642231250941	0.2912	0.2062
ENSG00000105122	0.6104786512414554	1.0	0.6716	0.3874
ENSG00000105127	0.9259089604769324	1.0	0.774	0.8277
ENSG00000105136	0.021679658781881272	0.4547621636512616	0.0079	0.4072
ENSG00000105143	0.49246898935291794	1.0	0.3646	0.4998
ENSG00000105176	0.2237064042537409	0.8960778865709885	0.548	0.1062
ENSG00000105197	0.26234122297353535	0.9346189193951466	0.6812	0.1062
ENSG00000105204	0.10743840252353254	0.7321863113126996	0.0863	0.2594
ENSG00000105220	0.9038995128986456	1.0	0.8809	0.6754
ENSG00000105223	0.7232216003725394	1.0	0.4682	0.7594
ENSG00000105227	0.8747221319833705	1.0	0.7905	0.6872
ENSG00000105254	0.9715854790768208	1.0	0.8587	0.8982
ENSG00000105278	0.27058934357990516	0.943494072554704	0.2517	0.3
ENSG00000105287	0.17865376319107096	0.8491540699421041	0.2212	0.1949
ENSG00000105321	0.336703306662542	1.0	0.3024	0.34
ENSG00000105327	0.01843572056114362	0.44144908999925936	0.1137	0.0234
ENSG00000105355	0.443349248620029	1.0	0.229	0.6754
ENSG00000105357	0.11879167590869166	0.7510408873769938	0.345	0.0737
ENSG00000105366	0.5395993957825456	1.0	0.2543	0.8305
ENSG00000105371	0.967081174743265	1.0	0.867	0.8704
ENSG00000105374	0.12200714779719246	0.7544450948732481	0.2574	0.1022
ENSG00000105376	0.9064004852012209	1.0	0.857	0.6999
ENSG00000105383	0.06378517840983755	0.6280071471593647	0.0312	0.3753
ENSG00000105388	0.6521390430246077	1.0	0.418	0.6999
ENSG00000105393	0.01795957270949944	0.43265076934006624	0.0384	0.0672
ENSG00000105401	0.49692531717577315	1.0	0.3832	0.4824
ENSG00000105409	0.019284288160919427	0.4511934596428858	0.0607	0.0462
ENSG00000105419	0.1218346663521187	0.7544450948732481	0.1632	0.1609
ENSG00000105429	0.9672216196357256	1.0	0.7857	0.9611
ENSG00000105472	0.6238272603710034	1.0	0.4425	0.6107
ENSG00000105479	0.7106961138396339	1.0	0.673	0.5106
ENSG00000105483	0.9900376046941203	1.0	0.9907	0.8703
ENSG00000105497	0.5282732306572617	1.0	0.3854	0.5293
ENSG00000105499	0.29648792871306706	0.9682850309062873	0.5758	0.149
ENSG00000105509	0.995076806034824	1.0	0.9586	0.9414
ENSG00000105549	0.8752848547579798	1.0	0.7445	0.7309
ENSG00000105559	0.07249045195065074	0.6580417563430669	0.2966	0.0462
ENSG00000105576	0.4792961876382409	1.0	0.6989	0.2498
ENSG00000105605	0.9661194894609866	1.0	0.9907	0.7583
ENSG00000105609	0.9929958217571946	1.0	0.9907	0.8923
ENSG00000105613	0.30317128160706786	0.9774692915212704	0.2359	0.3753
ENSG00000105639	0.958178134885074	1.0	0.9907	0.7319
ENSG00000105656	0.8219454836976564	1.0	0.8255	0.5647
ENSG00000105662	0.6454791016737214	1.0	0.4252	0.6754
ENSG00000105675	0.6223241848779183	1.0	0.4412	0.6099
ENSG00000105695	0.5880676720553064	1.0	0.6272	0.3889
ENSG00000105701	0.9853892451039075	1.0	0.834	1.0
ENSG00000105707	0.3060748004960765	0.9797590219534981	0.3293	0.2725
ENSG00000105708	0.1710018363390755	0.835943107789867	0.1178	0.3455
ENSG00000105723	0.5234929842808869	1.0	0.2976	0.6754
ENSG00000105726	0.06336202481507192	0.6280071471593647	0.073	0.1591
ENSG00000105732	0.8364741893981567	1.0	0.8629	0.5629
ENSG00000105738	0.14041096991875213	0.7870683563531643	0.1293	0.2436
ENSG00000105750	0.36682791300362183	1.0	0.1724	0.6754
ENSG00000105778	0.5896807486054227	1.0	0.6266	0.3911
ENSG00000105792	0.969456259293617	1.0	0.9998	0.7634
ENSG00000105851	0.20326674095181474	0.8814507014397788	0.318	0.1609
ENSG00000105865	0.2240229957260348	0.8960778865709885	0.1468	0.3972
ENSG00000105875	0.4729658316770351	1.0	0.3634	0.4705
ENSG00000105877	0.0022994427806519724	0.25573034630475533	0.007	0.0353
ENSG00000105879	0.017781320822089275	0.43265076934006624	0.109	0.0234
ENSG00000105926	0.17837385911748005	0.8491540699421041	0.2484	0.1732
ENSG00000105929	0.5264019738551241	1.0	0.6254	0.3243
ENSG00000105963	0.0060696543375259315	0.3512120189815582	0.0101	0.0732
ENSG00000105967	0.2922863028056857	0.9679713863851179	0.1872	0.4492
ENSG00000105976	0.8605083331979182	1.0	0.7712	0.6752
ENSG00000105996	0.8397028096330371	1.0	0.8146	0.6018
ENSG00000105997	0.1063228595388408	0.7300352468833459	0.2691	0.0821
ENSG00000106012	0.9344063983283535	1.0	0.8037	0.8217
ENSG00000106018	0.9999662877267013	1.0	0.9918	1.0
ENSG00000106028	0.28302783103100615	0.9594591808167903	0.3161	0.2543
ENSG00000106034	0.9292877178615616	1.0	0.7799	0.8313
ENSG00000106066	0.9289003651534752	1.0	0.9586	0.6754
ENSG00000106078	0.38441024867318396	1.0	0.4368	0.2856
ENSG00000106100	0.12255125076525242	0.7557738100513052	0.1493	0.1772
ENSG00000106105	0.13301741908799514	0.7736275921951915	0.1826	0.1609
ENSG00000106123	0.14544203723720361	0.7991071927844297	0.2669	0.1235
ENSG00000106125	0.4928441215174685	1.0	0.6346	0.2875
ENSG00000106128	0.064439885083726	0.6280071471593647	0.5067	0.0234
ENSG00000106236	0.8229003904402068	1.0	0.5745	0.8136
ENSG00000106263	0.794567755259488	1.0	0.7393	0.5843
ENSG00000106266	0.9813381958410492	1.0	0.8803	0.9237
ENSG00000106278	0.006699996593881874	0.35703106578208704	0.1273	0.0065
ENSG00000106290	0.8364841543167549	1.0	0.9907	0.4903
ENSG00000106304	0.0037806774058375403	0.2870956965813762	0.0035	0.1235
ENSG00000106327	0.07545697453582667	0.660329120612444	0.1967	0.0732
ENSG00000106328	0.15642002521121356	0.8190112785949978	0.4084	0.0887
ENSG00000106331	0.6436301688293073	1.0	0.8135	0.3512
ENSG00000106336	0.930773934636378	1.0	0.8409	0.7751
ENSG00000106410	0.9921653918107093	1.0	0.9907	0.8857
ENSG00000106479	0.8120007161610164	1.0	0.5907	0.7675
ENSG00000106483	0.3697070565368228	1.0	0.5712	0.2062
ENSG00000106511	0.5957259421610253	1.0	0.6857	0.3637
ENSG00000106536	0.17889288832527717	0.8491540699421041	0.1798	0.2402
ENSG00000106554	0.7702653814306291	1.0	0.5529	0.7309
ENSG00000106571	0.11571739246758073	0.7451130418343171	0.3157	0.0779
ENSG00000106608	0.5723082605883392	1.0	0.3328	0.6999
ENSG00000106617	0.3155944055178137	0.9927260083940138	0.3554	0.2637
ENSG00000106648	0.033091434143560305	0.5070034067177631	0.0646	0.0821
ENSG00000106686	0.9472167859287556	1.0	0.8607	0.8054
ENSG00000106701	0.7686171615706185	1.0	0.5625	0.7152
ENSG00000106714	0.512330037940697	1.0	0.3044	0.6377
ENSG00000106772	0.11146925873226987	0.7348340368602185	0.4442	0.0528
ENSG00000106780	0.9999566203136232	1.0	0.9907	1.0
ENSG00000106785	0.03980097827943041	0.5418676770603492	0.2826	0.0234
ENSG00000106799	0.34543409584763973	1.0	0.2076	0.5139
ENSG00000106804	0.7841538533998664	1.0	0.7889	0.5321
ENSG00000106829	0.24683893305205817	0.9222786852375182	0.4135	0.1609
ENSG00000106948	0.5195027764712787	1.0	0.5364	0.3701
ENSG00000107036	0.8753159295317917	1.0	0.8348	0.6519
ENSG00000107099	0.2701689636004032	0.943129696395485	0.6101	0.1235
ENSG00000107104	0.23965533052054133	0.9196824839938161	0.3969	0.161
ENSG00000107105	0.12998548895089423	0.7672862600258189	0.1198	0.2381
ENSG00000107147	0.900276750923254	1.0	0.7348	0.8003
ENSG00000107164	0.5602660730310234	1.0	0.4334	0.5186
ENSG00000107165	0.5303051293983858	1.0	0.4209	0.4877
ENSG00000107186	0.6455411303192657	1.0	0.6292	0.4565
ENSG00000107201	0.12125440628805029	0.7544450948732481	0.3179	0.0821
ENSG00000107242	0.28204058587972924	0.9594388409782132	0.2499	0.3201
ENSG00000107249	0.5379651725238106	1.0	0.5933	0.3542
ENSG00000107263	0.42811275374441493	1.0	0.496	0.2956
ENSG00000107282	0.353251746954629	1.0	0.4524	0.2436
ENSG00000107404	0.6123659790064533	1.0	0.3873	0.6754
ENSG00000107485	0.01602331912183086	0.4201551697792066	0.029	0.0779
ENSG00000107518	0.14536723024115772	0.7991071927844297	0.1171	0.2813
ENSG00000107521	0.13790352371353798	0.7830773090989624	0.2775	0.1109
ENSG00000107554	0.058035585991404015	0.6122318338720483	0.0648	0.161
ENSG00000107562	0.11103012311837179	0.7348340368602185	0.9973	0.0234
ENSG00000107581	0.9360388692812653	1.0	0.9907	0.6706
ENSG00000107611	0.5711398288206362	1.0	0.4942	0.4697
ENSG00000107618	0.9669357459259853	1.0	0.9907	0.7612
ENSG00000107651	0.7677972003052849	1.0	0.667	0.6018
ENSG00000107669	0.6927431908690507	1.0	0.5597	0.5846
ENSG00000107736	0.46116249007650156	1.0	0.6366	0.2582
ENSG00000107798	0.026450158969171245	0.491957492385323	0.0129	0.3152
ENSG00000107807	0.9395353260058396	1.0	0.867	0.7763
ENSG00000107816	0.8493391012523815	1.0	0.6204	0.8124
ENSG00000107821	0.10037502165940149	0.7238810385554484	0.8781	0.0234
ENSG00000107854	0.9170303208373203	1.0	0.7098	0.8754
ENSG00000107862	0.8867695239977591	1.0	0.6134	0.9188
ENSG00000107863	0.16012339052849145	0.8238678470320331	0.3024	0.1235
ENSG00000107864	0.15955408386057446	0.8229765782423951	0.2605	0.1427
ENSG00000107890	0.4198261777893255	1.0	0.2554	0.5573
ENSG00000107938	0.9638221854828841	1.0	0.8954	0.8302
ENSG00000107951	0.4092121292588321	1.0	0.6518	0.2101
ENSG00000107984	0.5186708191807636	1.0	0.6375	0.3106
ENSG00000108010	0.8245575660593701	1.0	0.6183	0.7595
ENSG00000108018	0.8664408223855179	1.0	0.6233	0.8502
ENSG00000108021	0.35515523306286056	1.0	0.6903	0.1609
ENSG00000108061	0.8811922907334526	1.0	0.6988	0.7928
ENSG00000108100	0.7619425054992859	1.0	0.6228	0.6343
ENSG00000108175	0.0662776590635844	0.635275062358011	0.0667	0.184
ENSG00000108231	0.8097880352482045	1.0	0.63	0.7152
ENSG00000108239	0.5008123820517639	1.0	0.6656	0.2812
ENSG00000108242	0.10653186845585383	0.7300352468833459	0.1299	0.1705
ENSG00000108244	0.6843283816633855	1.0	0.5234	0.6109
ENSG00000108292	0.8344852022348532	1.0	0.6885	0.7015
ENSG00000108309	0.8202219400377356	1.0	0.8075	0.5745
ENSG00000108312	0.8058706011686183	1.0	0.5614	0.7939
ENSG00000108395	0.8899736820408749	1.0	0.8133	0.6999
ENSG00000108469	0.8988490823212919	1.0	0.6882	0.8506
ENSG00000108506	0.7104900400734053	1.0	0.4907	0.6999
ENSG00000108509	0.4550506791433905	1.0	0.4368	0.3686
ENSG00000108510	0.7559197197569754	1.0	0.7076	0.5492
ENSG00000108557	0.9999566203136232	1.0	0.9907	1.0
ENSG00000108578	0.9908704156900618	1.0	0.9907	0.8761
ENSG00000108588	0.41503983829407	1.0	0.5074	0.2757
ENSG00000108602	0.32097636021176545	0.9970262191737811	0.4503	0.2132
ENSG00000108604	0.22863302207731095	0.8995638160037973	0.2273	0.2637
ENSG00000108679	0.025445876040994908	0.4840576237370695	0.166	0.0234
ENSG00000108684	0.8371837853654733	1.0	0.6954	0.6999
ENSG00000108753	0.10095746024838914	0.7255207870136289	0.3136	0.066
ENSG00000108759	0.7866039534222774	1.0	0.7649	0.5525
ENSG00000108771	0.19691304319682768	0.8783677369802838	0.1671	0.2935
ENSG00000108797	0.7034775961704635	1.0	0.5625	0.599
ENSG00000108813	0.15177359869443918	0.8109572267720591	0.0909	0.3832
ENSG00000108825	0.8126049270488427	1.0	0.6522	0.6963
ENSG00000108840	0.9311013634773581	1.0	0.7926	0.8233
ENSG00000108846	0.9326865749621814	1.0	0.9717	0.6754
ENSG00000108854	0.11451722551571097	0.7412783446793119	0.049	0.4953
ENSG00000108932	0.4616854354960903	1.0	0.4246	0.3878
ENSG00000108946	0.009560290770205815	0.37179220535737373	0.0185	0.0672
ENSG00000109061	0.25409632174254915	0.9254821099822151	0.23	0.301
ENSG00000109072	0.9000513686370913	1.0	0.8251	0.7122
ENSG00000109111	0.13450979357635795	0.778310755020977	0.1011	0.2948
ENSG00000109118	0.9991309426171826	1.0	0.9586	1.0
ENSG00000109171	0.4807075513671729	1.0	0.2506	0.6999
ENSG00000109181	0.7739807818772314	1.0	0.5022	0.8129
ENSG00000109193	0.983393039061078	1.0	0.8809	0.9347
ENSG00000109265	0.8348914867395566	1.0	0.8455	0.5719
ENSG00000109320	0.6633161283421057	1.0	0.4468	0.6754
ENSG00000109436	0.9991309426171826	1.0	0.9586	1.0
ENSG00000109452	0.5456615563938398	1.0	0.38	0.5661
ENSG00000109466	0.67177147639652	1.0	0.5405	0.5715
ENSG00000109536	0.704717280916322	1.0	0.5566	0.6074
ENSG00000109586	0.9294979684799732	1.0	0.7526	0.8621
ENSG00000109625	0.9617283422171267	1.0	0.8549	0.8614
ENSG00000109654	0.4978755126174965	1.0	0.5162	0.3592
ENSG00000109667	0.9771909784019234	1.0	0.9072	0.8754
ENSG00000109670	0.0024787507447759927	0.25573034630475533	0.004	0.0672
ENSG00000109674	0.6599356106754396	1.0	0.4909	0.609
ENSG00000109685	0.1593937894692138	0.8229765782423951	0.1767	0.2101
ENSG00000109689	0.5401219551568323	1.0	0.3611	0.5858
ENSG00000109743	0.8450784436174507	1.0	0.6756	0.7369
ENSG00000109756	0.7937431041549216	1.0	0.6947	0.6204
ENSG00000109790	0.8076876972262987	1.0	0.4941	0.9066
ENSG00000109794	0.05994741891691502	0.6155631280329134	0.1062	0.1022
ENSG00000109805	0.15695148076304943	0.820215325726763	0.2629	0.1384
ENSG00000109819	0.5906781507046679	1.0	0.5713	0.4302
ENSG00000109846	0.8187025191454742	1.0	0.8186	0.5643
ENSG00000109906	0.6565154653617914	1.0	0.7853	0.3771
ENSG00000109911	0.9964806321258088	1.0	0.9586	0.9569
ENSG00000109927	0.9309657588845985	1.0	0.7443	0.8763
ENSG00000109971	0.4743320453852594	1.0	0.2543	0.6754
ENSG00000110031	0.011984297926863618	0.40364695764656033	0.0264	0.0611
ENSG00000110042	0.9917385846105551	1.0	0.9586	0.912
ENSG00000110046	0.44744623729242117	1.0	0.2905	0.54
ENSG00000110066	0.972144283994651	1.0	0.9788	0.7902
ENSG00000110075	0.008973514159821727	0.37179220535737373	0.0494	0.0234
ENSG00000110076	0.1766418478543208	0.8491540699421041	0.1086	0.3911
ENSG00000110090	0.5138889256171477	1.0	0.3211	0.6075
ENSG00000110148	0.9999566203136232	1.0	0.9907	1.0
ENSG00000110171	0.010750485666820686	0.3787383743540851	0.0308	0.0462
ENSG00000110237	0.8855632152935525	1.0	0.8704	0.6451
ENSG00000110318	0.15209012160226343	0.8109572267720591	0.3465	0.1008
ENSG00000110321	0.4150316952767745	1.0	0.2764	0.5061
ENSG00000110367	0.10330628072735126	0.7294349093306436	0.064	0.3329
ENSG00000110395	0.8388606595067041	1.0	0.7393	0.6615
ENSG00000110427	0.5718597578714563	1.0	0.5022	0.4632
ENSG00000110429	0.20947259129091467	0.8919887918830323	0.3256	0.1636
ENSG00000110497	0.07460047426092742	0.660329120612444	0.1868	0.076
ENSG00000110514	0.1901188827702569	0.8723269097168225	0.229	0.2044
ENSG00000110693	0.7544354765104717	1.0	0.5343	0.7244
ENSG00000110697	0.090772771051291	0.7043507424612834	0.0976	0.1856
ENSG00000110713	0.16281420313154593	0.8289460674388509	0.1851	0.2062
ENSG00000110756	0.4094443397065206	1.0	0.712	0.1925
ENSG00000110786	0.3167585417731601	0.9940248860543894	0.2775	0.3395
ENSG00000110799	0.9759698814395057	1.0	0.8733	0.9034
ENSG00000110844	0.9289003651534752	1.0	0.9586	0.6754
ENSG00000110900	0.7506562416395326	1.0	0.5672	0.6754
ENSG00000110911	0.6696618575237843	1.0	0.4547	0.6754
ENSG00000110931	0.9991309426171826	1.0	0.9586	1.0
ENSG00000110934	0.8461084547729625	1.0	0.8624	0.579
ENSG00000110955	0.4894249684918407	1.0	0.5315	0.3395
ENSG00000110975	0.013710913804962144	0.4059852827174243	0.0408	0.0462
ENSG00000111052	0.46587813758415697	1.0	0.4712	0.3544
ENSG00000111058	0.4864001532794342	1.0	0.2935	0.6088
ENSG00000111077	0.809990061378834	1.0	0.6675	0.6754
ENSG00000111087	0.3847922665504533	1.0	0.4012	0.3114
ENSG00000111110	0.5192494177984078	1.0	0.2937	0.6754
